name,ingredients
5-Ingredient Pesto Pasta,"1 head broccoli, 2 tablespoons olive oil, salt, to taste, pepper, to taste, 3 ½ cups dried rigatoni pasta (350 g), 2 cups sun-dried tomatoes (100 g), ⅔ cup fresh pesto (150 g), ½ cup grated parmesan cheese (50 g)"
Cauliflower “Meat” Tacos,"1 medium head cauliflower, washed, 5 oz mushroom (140 g), such as baby bella, cleaned and quartered, 1 ½ tablespoons olive oil, 1 medium yellow onion, minced, 2 cloves garlic, minced, 2 teaspoons ground cumin, 1 ½ teaspoons smoked paprika, 2 tablespoons chili powder, 2 tablespoons soy sauce, salt, to taste, pepper, to taste, corn tortilla, tomato, diced, avocado, diced, tomato salsa, fresh cilantro, lime wedge"
Roasted Red Pepper Vegan Mac 'N' Cheese,"1 tablespoon olive oil, 1 small onion, diced, 2 cloves garlic, minced, ¾ cup raw cashews (100 g), soaked in water for two hours, 1 red bell pepper, roasted, 2 tablespoons nutritional yeast, 1 tablespoon tomato paste, 1 ½ tablespoons cornstarch, ½ teaspoon salt, ½ teaspoon smoked paprika, 1 teaspoon ground mustard, ½ teaspoon turmeric, 2 cups vegetable broth (480 mL), 8 oz dried pasta of choice (225 g), cooked according to package instructions, smoked paprika, for garnish"
After School Berry Yogurt Bark,"1 cup vanilla yogurt (245 g), ½ cup fresh berry (90 g), chopped"
2-ingredient Pumpkin Bread,"1 box spice cake mix, 14 oz pure pumpkin purée, 8 oz frosting of choice (225 g), optional, toppings of choice, for garnish (optional)"
Cinnamon Roll Waffles,"7 oz cinnamon roll dough (400 g), 1 tube, with icing"
Buddha Bowl Meal Prep,"1 tablespoon oil, 16 oz chickpeas (455 g), 1 can, drained and rinsed, 1 teaspoon salt, 1 teaspoon cumin, ½ teaspoon garlic powder, ½ teaspoon turmeric, 1 teaspoon red pepper flakes, 2 sweet potatoes, oil, to taste, salt, to taste, pepper, to taste, 1 cup quinoa (170 g), cooked, 1 cup mixed greens (40 g), ½ avocado, sliced, 1 tablespoon pumpkin seeds, 2 tablespoons hummus, 1 tablespoon water, ½ lemon, juiced, ½ package extra firm tofu, sliced in thirds, ½ teaspoon ginger powder, ½ teaspoon garlic powder, salt, to taste, pepper, to taste, 2 cups broccoli floret (300 g), oil, to taste, 1 cup brown rice (230 g), cooked, ½ cup edamame (75 g), ½ cup shredded carrot (55 g), 2 teaspoons sesame seed, 2 tablespoons soy sauce, 1 tablespoon sesame oil, 1 teaspoon honey, ½ teaspoon  sriracha"
Fruit Parfait,"yogurt, raspberry, blueberry, strawberry, granola"
Chili Cheese Casserole,"15 oz bean chili (425 g), 1 can, 8 oz tomato sauce (225 g), 1 can, 8 tortillas, 2 cups shredded cheddar cheese (200 g)"
Oatmeal No-Bake Study Buddies,"1 cup instant oatmeal (100 g), ¼ cup ground flaxseed (40 g), 1 tablespoon chia seeds, ¼ cup honey (85 g), ¼ cup pretzel (15 g), crushed, ¼ cup m&m (50 g), ¼ cup peanut butter (60 g), ¼ cup hazelnuts (30 g), chopped, ¼ cup hazelnut spread (75 g), ¼ cup dried cranberries (30 g), ¼ cup almond butter (60 g), ¼ cup cashews (30 g), chopped, ¼ cup coconut flakes (25 g), ¼ cup cookie butter (60 g)"
Spinach And Artichoke Garlic Bread,"2 cups cream cheese (450 g), softened, ½ cup sour cream (115 g), 3 cups shredded mozzarella cheese (300 g), divided, ½ cup grated parmesan cheese (55 g), 6 garlic cloves, minced, ½ teaspoon red pepper flakes, 1 teaspoon kosher salt, ½ teaspoon freshly ground black pepper, 12 oz frozen spinach (340 g), thawed and well drained, 10 oz artichoke heart (285 g), drained and chopped, 1 loaf french bread, sliced in half lengthwise, 2 tablespoons fresh parsley, for serving"
Broccoli Cheddar Frittata,"2 large eggs, ⅓ cup broccoli (50 g), finely chopped, ⅓ cup shredded cheddar cheese (35 g), salt, to taste, pepper, to taste, ½ teaspoon garlic powder, chive, sliced, for garnish"
Banana Cream Cheesecake,"1 ½ cups graham cracker crumbs (127.5 g), 1 teaspoon kosher salt (5 g), ½ cup butter (113.5 g), melted, 16 oz cream cheese (450 g), softened, 1 ¼ cups heavy cream (300 mL), 150 g Light & Fit Original Greek Banana Cream yogurt (150 g), (5.3-ounce), ⅓ cup sugar (67 g), ¾ teaspoon kosher salt (3.75 g), 2 bananas, sliced, 2 tablespoons chopped roasted peanuts (16 g), optional"
Peanut Butter Banana Crunch Chia Seed Pudding,"½ cup peanut butter (120 g), ½ cup greek yogurt (140 g), 1 cup almond milk (240 mL), 1 teaspoon vanilla extract, 2 tablespoons honey, ½ cup chia seeds (80 g), 1 banana, sliced, roasted peanut, 4 tablespoons crunchy granola cluster"
"Tomato, Avocado, & Egg Salad","1 hard-boiled egg, diced, ¼ cup avocado (35 g), cubed, ¼ cup roma tomato (50 g), diced, salt, to taste, pepper, to taste"
Carrot & Chickpea Veggie Burger,"15.5 oz canned chickpeas (440 g), drained and rinsed, 1 ½ cups oats (150 g), ½ cup shredded carrots (55 g), ½ cup diced red onion (75 g), 1 egg, 1 teaspoon salt, ½ teaspoon pepper, ½ teaspoon garlic powder, 1 teaspoon olive oil, ½ lemon, juiced, 1 tablespoon olive oil, whole wheat burger bun, sliced tomato, 1 head butter lettuce, sliced red onion, sliced avocado, mustard, to taste"
Rosemary Roasted Sweet Potatoes,"3 sweet potatoes, 2 tablespoons oil, 1 tablespoon dried rosemary, 1 teaspoon salt, 1 teaspoon pepper, fresh parsley, chopped, for serving"
Cheesy Baked Hash Brown Patties,"4 red potatoes, ½ cup butter (115 g), melted, 1 cup shredded cheddar cheese (100 g), 2 eggs, whisked, ¼ cup fresh chives (10 g), chopped, 1 tablespoon garlic salt, 1 teaspoon dried oregano, ½ teaspoon pepper"
Tuscan White Beans,"olive oil, to taste, ½ large yellow onion, diced, 1 cup diced mushrooms (75 g), diced, ½ cup sun-dried tomatoes (100 g), drained, 3 cloves garlic, minced, 15 oz white bean (425 g), or cannellini beans, drained and rinsed, 15 oz fire-roasted tomatoes (425 g), 15 oz artichoke heart (425 g), drained, 2 tablespoons balsamic vinegar, 1 tablespoon honey, 1 teaspoon dried oregano, 1 teaspoon dried thyme, kosher salt, to taste, freshly ground black pepper, to taste, thinly sliced fresh basil, for garnish"
Easy Chocolate and Raspberry Tarts,"3 cups chocolate biscuit (300 g), ½ cup butter (100 g), melted, 1 ¼ cups double cream (300 mL), 1 ¾ cups chocolate (300 g), raspberry, as desired, white chocolate, to drizzle, dark chocolate, to drizzle, icing sugar, as desired"
Takeout-Style Veggie Egg Rolls,"3.5 oz glass noodle (100 g), 1 package, hot water, for soaking, 2 cups shredded cabbage (200 g), 1 cup shredded carrot (110 g), ½ cup scallions (50 g), chopped, 1 teaspoon onion powder, 1 teaspoon garlic powder, ½ teaspoon salt, 1 teaspoon black pepper, 3 tablespoons soy sauce, 1 tablespoon sesame oil, 12 wheat egg roll wrappers, 1 tablespoon water, for sealing, vegetable oil, for frying"
Dark Chocolate Peanut Butter Balls,"1 cup natural peanut butter (240 g), no-stir, if the peanut butter separates the balls may become too loose, 1 cup almond flour (95 g), ⅓ cup honey (110 g), 1 teaspoon vanilla extract, ¾ cup dark chocolate chip (130 g)"
Easy Classic Hummus,"15 oz garbanzo beans (425 g), 1 can, drained and rinsed, ½ teaspoon salt, ½ teaspoon ground cumin, 1 clove garlic, minced, 1 tablespoon lemon juice, 1 tablespoon extra virgin olive oil, ¼ teaspoon sesame oil, ¼ cup water (60 mL)"
Broccoli Cheddar Quiche,"2 cups broccoli (300 g), minced, 3 cups potato (675 g), frozen, shredded, 1 ½ cups shredded cheddar cheese (150 g), divided, 1 teaspoon salt, divided, ½ teaspoon pepper, divided, 1 tablespoon olive oil, 6 eggs, 1 cup broccoli (150 g), chopped, 1 tomato, diced, 1 small onion, diced, 2 tablespoons half & half"
Strawberry Shortcake Sheet Pan Pancakes,"4 cups pancake mix (480 g), 4 eggs, 2 cups milk (480 mL), 6 oz cream cheese (170 g), cubed, 1 cup strawberry (150 g), sliced"
Ratatouille Lasagna,"4 tablespoons olive oil, divided, 1 yellow onion, diced, 3 bell peppers, seeded and chopped, 6 cloves garlic, minced, divided, salt, to taste, pepper, to taste, 1 lb eggplant (455 g), cut into ½-inch (1 cm) cubes, 2 yellow squashes, cut into ½-inch (1 cm) cubes, 2 medium zucchinis, cut into ½-inch (1 cm) cubes, 12 oz tomato paste (340 g), 1 tablespoon dried oregano, 2 tablespoons fresh thyme, 28 oz diced tomato (795 g), 30 oz ricotta cheese (850 g), 1 cup shredded mozzarella cheese (100 g), ¼ cup fresh basil (10 g), chopped, ½ cup fresh parsley (20 g), chopped, 1 egg, 2 japanese eggplants, thinly sliced, 2 zucchinis, thinly sliced, 2 yellow squashes, thinly sliced, 6 roma tomatoes, thinly sliced, lasagna noodle, cooked"
Pumpkin Spice Donut Holes,"2 cups flour (250 g), ¾ cup sugar (150 g), 2 teaspoons baking powder, 2 teaspoons pumpkin pie spice, 1 teaspoon salt, 1 ¼ cups pumpkin puree (280 g), 1 egg, 2 tablespoons melted butter, oil, for frying, ¾ cup sugar (150 g), 3 tablespoons pumpkin pie spice"
Protein-Packed Breakfast Bars,"¼ cup flax meal (40 g), ¾ cup water (180 mL), 6 cups rolled oats (540 g), 6 cups quinoa (1 kg), cooked, 4 teaspoons baking powder, 1 teaspoon salt, 1 cup maple syrup (220 g), ½ cup refined coconut oil (120 mL), melted, 2 teaspoons vanilla extract, 4 ripe bananas, mashed, 6 tablespoons peanut butter, 5 tablespoons mini chocolate chips, ¾ cup gala apple (90 g), diced, 6 tablespoons walnuts, chopped, 1 ½ tablespoons cinnamon, ¼ teaspoon nutmeg, ¾ cup carrot (30 g), grated, 3 teaspoons cinnamon, ¼ teaspoon nutmeg, 3 tablespoons almond butter, 3 tablespoons almond butter, ⅓ cup Strawberries (55 g), diced, ⅓ cup raspberries (40 g), ⅓ cup blueberries (40 g), nonstick cooking spray"
2-Ingredient Dough Pretzels,"1 ¾ cups self-rising flour (220 g), plus more for dusting, 1 cup greek yogurt (245 g), 1 egg, beaten, coarse salt, to taste"
Hawaiian Mac Salad,"½ lb elbow macaroni (225 g), cooked according to package instructions until past al dente, 3 tablespoons apple cider vinegar, 1 ½ teaspoons kosher salt, divided, ½ cup whole milk (120 mL), plus more as needed, 3 tablespoons sugar, 1 cup mayonnaise (240 g), divided, ¼ cup white onion (35 g), grated, 1 cup carrot (110 g), grated, ½ teaspoon freshly ground black pepper, plus more to taste, 2 scallions, thinly sliced, for garnish"
3-Ingredient Flourless Chocolate & Blueberry Banana Muffins,"9 bananas, 1 ½ cups nut butter (360 g), of choice, ½ cup cocoa powder (60 g), 1 ½ cups blueberry (150 g)"
Nutella Marshmallow French Toast,"2 tablespoons chocolate hazelnut spread, marshmallow, white bread, 2 eggs, ¾ cup double cream (200 mL), butter, for frying"
Sweet Potato Mushroom Penne,"2 sweet potatoes, 2 tablespoons olive oil, divided, 6 oz wild  mushroom (170 g), such as black trumpet or cremini, 7 tablespoons butter, divided, 1 sprig fresh sage, ½ cup chicken stock (120 mL), ¾ lb cooked penne (340 g), al dente, 1 teaspoon sherry wine vinegar, ½ cup grated parmesan cheese (55 g), plus more for serving, salt, to taste, pepper, to taste, 5 amaretti cookies, crushed, to serve, ½ cup fresh chives (20 g), chopped, to serve"
Cream Cheese Filled Banana Bread,"1 large egg, ½ cup light brown sugar (110 g), ¼ cup granulated sugar (50 g), ½ cup butter (115 g), ¼ cup sour cream (60 g), Greek yogurt may be substituted, 2 teaspoons vanilla extract, 2 bananas, 1 cup all-purpose flour (125 g), ½ teaspoon baking soda, ½ teaspoon baking powder, 1 pinch salt, 1 large egg, 4 oz cream cheese (115 g), softened, ¼ cup granulated sugar (50 g), 3 tablespoons all-purpose flour"
4 Ingredient Berries & Cream Hand Pies,"⅓ cup berry jam (110 g), 8 oz cream cheese (325 g), softened, 2 pie crusts, 1 egg, 1 tablespoon water, plus extra for crimping"
Cauliflower Pizza Crust,"1 head cauliflower, trimmed and cut into florets, 1 teaspoon dried oregano, ½ teaspoon garlic powder, ¼ teaspoon red pepper flakes, ½ teaspoon sea salt, ¼ cup shredded parmesan cheese, 1 large egg"
Strawberry Cobbler,"4 tablespoons flour, 1 tablespoon sugar, ½ teaspoon baking powder, ⅛ teaspoon salt, 1 tablespoon butter, 2 tablespoons milk, ¾ cup strawberry (110 g), sliced, 2 tablespoons powdered sugar"
Tofu Scramble,"16 oz tofu (455 g), 1 bell pepper, ½ onion, 2 teaspoons oil, ½ teaspoon salt, ½ teaspoon black pepper, ½ teaspoon onion powder, ½ teaspoon garlic powder, ¼ teaspoon turmeric, 1 tablespoon lemon juice"
Pull Apart Cheesy Pesto Bread,"2 cups strong bread flour (250 g), plus more for dusting, ½ teaspoon salt, 1 teaspoon yeast, ⅔ cup warm water (150 mL), 1 teaspoon extra virgin olive oil, plus a tiny bit for greasing, ⅔ cup pesto (150 g), ¼ cup shredded cheddar cheese (30 g), ¼ cup shredded mozzarella cheese (30 g)"
Pesto Chickpea Snack Salad,"⅓ cup chickpeas (65 g), ⅓ cup cherry tomato (65 g), halved, 1 tablespoon feta cheese, 1 teaspoon pesto"
Greek Spinach Pies (Spanakopita),"2 tablespoons olive oil, 1 cup green onion (100 g), chopped, 15 oz fresh spinach (420 g), 4 cloves garlic, chopped, 1 cup feta cheese (225 g), ½ cup ricotta cheese (110 g), ¼ cup fresh dill (10 g), chopped, ¼ cup fresh parsley (5 g), chopped, 1 teaspoon salt, 1 teaspoon pepper, 8 sheets phyllo dough"
Strawberry Chocolate Mousse,"6 oz dark chocolate (170 g), 72% is best, ½ cup low fat milk (120 mL), 1 teaspoon pure vanilla extract, 1 pinch salt, 1 cup greek yogurt (285 g), 8 strawberries"
Strawberry Breakfast Muffins,"1 cup whole wheat flour (115 g), 1 ¼ teaspoons baking powder, ¼ teaspoon salt, 1 cup strawberry (175 g), diced, 2 eggs, room temperature, ⅓ cup honey (115 g), ½ cup greek yogurt (140 g), room temperature, 3 tablespoons coconut oil, melted, plus more for greasing"
Sweet Potato Fries,"1 medium sweet potato, 2 tablespoons olive oil, 1 tablespoon fresh rosemary, chopped, 1 teaspoon salt, 1 teaspoon freshly ground black pepper"
Potato Latkes,"¾ medium yellow onion, peeled and cut into large pieces, 3 medium russet potatoes, peeled and cut into large pieces, ¼ cup all purpose flour (30 g), 1 teaspoon kosher salt, 2 large eggs, vegetable oil, for frying, 1 cup cinnamon applesauce (225 g), for serving, sour cream, for serving"
Herbed Flatbread (Focaccia) 4 Ways,"1 ½ cups warm water (355 mL), 1 pack active dry yeast, 1 tablespoon olive oil, 4 cups all-purpose flour (500 g), 1 tablespoon salt, ½ teaspoon dried thyme, ½ teaspoon black pepper, ½ teaspoon fresh rosemary, 8 oz mixed tomato (225 g), to taste, fresh rosemary, to taste, ⅔ cup caramelized onion (100 g), to taste, 2 cloves garlic, minced, 8 oz mixed olive (135 g), to taste, parmesan cheese, to taste, mozzarella cheese, to taste, 4 oz gorgonzola cheese (125 g), to taste"
Blood Orange Chocolate Olive Oil Cake,"5 blood oranges, ½ cup olive oil (120 mL), plus more for greasing, 1 ½ cups all purpose flour (185 g), ⅔ cup dark cocoa powder (80 g), unsweetened, 1 ½ teaspoons baking soda, ½ teaspoon kosher salt, 1 ¼ cups organic sugar (250 g), 1 cup filtered water (240 mL), 1 ½ teaspoons white vinegar, 1 cup powdered sugar (120 g), ¼ cup pistachio (30 g), raw, roughly chopped"
Low-Carb Cauliflower Hot Mac 'N' Cheese,"1 large head cauliflower, 3 cloves garlic, minced, 4 oz cream cheese (115 g), ½ cup heavy cream (120 mL), 1 teaspoon paprika, ½ teaspoon salt, ½ teaspoon black pepper, 4 oz cheddar cheese, 4 oz smoked gouda cheese (110 g), 1 tablespoon Frank's Red Hot Original Sauce, minced fresh parsley, for garnish"
Healthier Key Lime Bars,"¾ cup almond flour (70 g), 3 tablespoons coconut oil, 3 tablespoons honey, ½ teaspoon ground cinnamon, 1 pinch salt, 14 oz cans of coconut milk, chilled overnight, ½ cup lime juice (120 mL), from about 2 limes, ⅓ cup honey (110 g), 2 limes, zested"
Spanish Omelet/Tortilla De Patata,"1 onion, thinly sliced, 3 potatoes, thinly sliced, 2 cups olive oil (500 mL), 6 eggs, 1 pinch salt"
"Beans, Rice & Cheese Burritos","6 flour tortillas, 16 oz refried bean (455 g), 1 can, 1 cup spanish rice (230 g), cooked, 1 cup shredded mexican cheese blend (100 g)"
Mixed Berry Spinach Salad With Strawberry Balsamic Vinaigrette Dressing,"5 oz baby spinach (140 g), 1 cup strawberry (140 g), sliced, ½ cup blueberry (50 g), ½ red onion, thinly sliced, 1 sweet apple, cored, halved and thinly sliced, 1 cup candied walnuts (100 g), chopped, 1 cup strawberry (140 g), ¼ cup balsamic vinegar (60 mL), ¼ cup extra virgin olive oil (60 mL), 1 tablespoon dijon mustard, 1 tablespoon honey, 1 clove garlic, minced, ¼ teaspoon salt, ¼ teaspoon pepper, ⅔ cup feta cheese (100 g), as desired"
Cheese-Stuffed Garlic Parmesan Pretzels,"14 oz pizza dough (395 g), 1 can, 2 cups shredded mozzarella cheese (200 g), 3 tablespoons butter, melted, 3 cloves garlic, minced, 2 tablespoons fresh parsley, chopped, 1 cup shredded parmesan cheese (110 g)"
Apple Chips,"2 apples, nonstick cooking spray or oil, 1 teaspoon cinnamon"
Vanilla Berry Protein Smoothie,"1 ½ cups water (360 mL), or yogurt or milk of choice, 1 scoop vanilla protein powder, 1 cup strawberry (150 g), frozen, 1 cup blueberry (100 g), frozen, ½ cup raspberry (60 g), frozen, ½ cup blackberry (75 g), frozen"
Apple Pie Muffins,"1 teaspoon butter, for greasing, 2 ½ cups all purpose flour (310 g), 1 red apple, peeled, cored, and diced, 1 ½ cups brown sugar (330 g), 2 teaspoons cinnamon, 1 teaspoon salt, 1 teaspoon baking soda, 1 teaspoon vanilla extract, 1 large egg, ½ cup applesauce (130 g), ½ cup plain yogurt (120 g), 1 cup apple juice (240 mL), ½ cup all purpose flour (60 g), ½ cup dark brown sugar (110 g), 4 oz unsalted butter (115 g), ¼ cup rolled oats (20 g), 1 teaspoon cinnamon, 1 cup powdered sugar (120 g), 2 teaspoons lemon zest, 2 tablespoons lemon juice"
Mozzarella Stick Onion Rings,"2 large white onions, 3 slices mozzarella cheese, 2 cups flour (250 g), 5 eggs, 2 cups breadcrumb (230 g), oil, for frying, marinara sauce"
Cheese Naan Bread,"2 teaspoons unsalted butter (10 g), ½ cup milk (120 mL), 2 teaspoons active dry yeast, ½ teaspoon salt, 2 tablespoons sugar, 1 ¼ cups bread flour (150 g), ½ cup cake flour (50 g), 1 ½ cups shredded mozzarella cheese (150 g)"
Rainbow Kettle Corn,"12 tablespoons sugar, divided, red gel food coloring, orange gel food coloring, yellow gel food coloring, green gel food coloring, blue food coloring, purple gel food coloring, 6 teaspoons coconut oil, divided, 12 tablespoons white popcorn kernels, divided, plus 12 kernels, 1 ½ teaspoons kosher salt, divided"
Tofu Tacos,"14 oz extra firm tofu (395 g), 1 block, drained, 3 tablespoons low sodium soy sauce, ¼ cup tomato sauce (65 g), 2 teaspoons chili powder, 2 teaspoons garlic powder, 1 teaspoon cumin, ½ teaspoon black pepper, 1 pinch cayenne, olive oil, for drizzling, 4 small corn tortillas, lettuce, shredded, tomato, diced, vegan shredded cheese, or regular, guacamole"
Chocolate-Covered Strawberries 4 Ways,"1 lb fresh strawberry  (455 g), 1 cup white chocolate (175 g), 1 cup milk chocolate (175 g), or dark, 2 tablespoons coconut oil, 1 ½ cups crushed peanut (190 g), 1 ½ cups chocolate cookie crumb (190 g)"
Broccoli Cheddar Mac 'n' Cheese,"1 box mac 'n' cheese, 1 cup broccoli (150 g), cooked, ½ cup grated cheddar cheese (55 g), pepper, to taste"
Pesto Asparagus And Sun-Dried Tomato Pasta,"3 cloves garlic, 15 spears asparagus, 1 teaspoon olive oil, 1 teaspoon salt, to taste, 1 teaspoon pepper, to taste, 8 oz penne pasta (225 g), 4 cups fresh basil leaves (160 g), ⅓ cup pine nuts (40 g), 2 cloves garlic, ½ cup olive oil (120 mL), ½ cup parmesan cheese (55 g), 1 teaspoon salt, ½ cup sun-dried tomato (100 g), ½ cup parmesan cheese, optional"
No-Bake Dulce De Leche Cheesecake,"24 chocolate cream cookies, ⅓ cup butter (75 mL), melted, 15 oz dulce de leche (370 g), 8 oz cream cheese (225 g), 1 tablespoon vanilla extract, 1 cup heavy cream (60 g), whipped, 8 strawberries, halved, to garnish"
Sweet Potato & White Bean Burgers,"1 medium sweet potato, roasted and peeled, 15 oz white beans (425 g), or navy beans, drained and rinsed, 1 small yellow onion, finely chopped, 1 teaspoon garlic powder, kosher salt, to taste, freshly ground black pepper, to taste, ⅓ cup nutritional yeast (45 g), 1 teaspoon red pepper flakes, ⅓ cup fresh parsley (10 g), finely chopped, 1 tablespoon lemon juice, ½ cup seasoned bread crumbs (60 g), canola oil, as needed, 4 buns of choice, 4 tablespoons chipotle mayo, sliced avocado, sliced red onion"
Pesto Garden Pasta For The Whole Family,"2 cups fresh basil leaves (80 g), ½ cup olive oil (120 mL), ½ cup grated parmesan cheese (55 g), 1 tablespoon almond butter, 1 tablespoon lemon juice, 2 cloves garlic, smashed, 2 teaspoons lemon zest, kosher salt, to taste, pepper, to taste, kosher salt, to taste, 4 cups pasta (800 g), short, such as farfalle or penne, 1 cup grape tomato (200 g), halved, 1 cup yellow cherry tomato (200 g), halved, ¼ cup red onion (35 g), sliced, 8 oz mozzarella ball (225 g), drained"
Primavera Spaghetti Squash,"1 spaghetti squash, 2 tablespoons olive oil, 1 teaspoon salt, 1 teaspoon pepper, 1 tablespoon olive oil, 1 tablespoon garlic, ½ cup onion (75 g), diced, 1 cup mushroom (75 g), sliced, 1 cup broccoli florets (150 g), 1 cup asparagus (125 g), chopped, ½ cup squash (100 g), sliced, ½ cup cherry tomato (100 g), halved, 1 teaspoon salt, 1 teaspoon pepper, ½ cup milk (120 mL), or milk alternative, ¼ cup vegetarian parmesan cheese (25 g), 2 tablespoons lemon juice"
Mushroom Lentil Burger & Fries,"1 tablespoon flax meal, 3 tablespoons water, 3 tablespoons olive oil, divided, 8 oz mushrooms (225 g), finely chopped, 1 tablespoon soy sauce, ½ teaspoon smoked paprika, 1 small onion, diced, 2 cloves garlic, minced, ½ teaspoon salt, ½ teaspoon pepper, 1 ½ cups lentils (300 g), cooked, 1 cup oats (100 g), 4 russet potatoes, cut in wedges, olive oil, to taste, 1 ½ teaspoons garlic powder, 1 ½ teaspoons paprika, salt, to taste, pepper, to taste, 5 burger buns, dijon mustard, sliced tomato, fresh arugula, ketchup, for serving"
Caramel Banana Crepes,"2 cups all-purpose flour (250 g), 3 eggs, ¼ cup butter (60 g), melted, 3 tablespoons granulated sugar, 3 cups milk (700 mL), ½ cup butter (115 g), 1 cup brown sugar (220 g), 1 teaspoon cinnamon, 3 bananas, sliced, whipped cream, as desired, caramel sauce, as desired"
Chocolate Almond Braid,"puff pastry, 1 bar chocolate, your favorite, egg wash, ½ cup crushed nuts (60 g), we used almonds"
Chocolate Fondue Banana Bread Boat,"4 bananas, as ripe as possible, 4 tablespoons vegetable oil, 1 egg, ½ cup sugar (100 g), 1 teaspoon vanilla extract, 1 ½ cups flour (190 g), 1 teaspoon baking powder, 1 teaspoon baking soda, ¼ teaspoon salt, 1 teaspoon cinnamon, 12 oz semi sweet chocolate (340 g), chopped, 6 tablespoons heavy cream, 6 tablespoons milk, 1 teaspoon vanilla extract, 2 bananas, sliced, to serve, 12 strawberries, to serve"
Pumpkin Spiced Latte Cinnamon Rolls,"2 cups whole milk (480 mL), warm to the touch, ½ cup unsalted butter (115 g), melted, ½ cup granulated sugar (100 g), 1 pack active dry yeast, 5 cups flour (625 g), divided, 1 teaspoon baking powder, salt, to taste, ¾ cup butter (170 g), softened, ¾ cup light brown sugar (165 g), 2 tablespoons pumpkin spice mix, 1 cup powdered sugar (120 g), ¼ cup coffee (60 mL), 1 tablespoon whole milk"
Sweet Potato Chickpea BBQ Veggie Burgers,"15 oz chickpeas (425 g), 1 can, drained and rinsed, 1 sweet potato, medium-sized, cooked, 1 clove garlic, minced, 1 teaspoon chili powder, ½ teaspoon salt, ¼ cup BBQ sauce (70 g), recipe below, ¼ cup cornmeal (35 g), ¼ cup scallions (25 g), chopped, 6 oz tomato paste (170 g), ¼ cup water (60 mL), 2 tablespoons pure maple syrup, 2 tablespoons apple cider vinegar, ½ teaspoon chili powder, ½ teaspoon garlic powder, ¼ teaspoon salt"
Vegan Spaghetti Carbonara,"12 oz spaghetti (340 g), 3 cups shiitake mushroom cap (225 g), thinly sliced, 3 tablespoons olive oil, ½ teaspoon smoked paprika, ½ teaspoon salt, ¼ teaspoon pepper, ½ cup cashews (65 g), soaked overnight, ¼ cup olive oil (60 mL), ⅓ cup unsweetened non-dairy milk (80 mL), 3 cloves garlic, chopped, 1 ½ tablespoons nutritional yeast, 1 ½ tablespoons lemon juice, ½ teaspoon pepper, 1 teaspoon salt, ¼ teaspoon paprika, fresh parsley, for serving"
Waffle Omelette,"2 eggs, beaten, salt, to taste, pepper, to taste, nonstick cooking spray"
Sweet Potato Chips,"1 large sweet potato or yam, 4 tablespoons olive oil, ½ teaspoon salt, ½ teaspoon pepper, 1 teaspoon dried thyme"
Bell Pepper Egg Rings,"2 eggs, 1 yellow bell pepper, salt, to taste, pepper, to taste"
Easy Butternut Squash Ravioli,"2 cups butternut squash (410 g),  peeled and chopped, ½ onion, chopped, 3 cloves garlic, peeled, 1 tablespoon olive oil, salt, to taste, pepper, to taste, 1 tablespoon brown sugar, 2 oz grated parmesan cheese (55 g), 2 cups flour (250 g), 4 eggs, 1 tablespoon olive oil, 5 tablespoons unsalted butter, ¼ cup roasted hazelnut (30 g), chopped, 10 leaves fresh sage, salt, to taste, 1 lemon, juiced, 1 oz grated parmesan cheese (30 g)"
Spinach Artichoke Ravioli Bake,"8 oz cream cheese (225 g), 1 ½ cups shredded mozzarella cheese (150 g), 5 oz spinach (25 g), cooked and chopped, 16 oz artichoke heart (455 g), ½ cup grated parmesan cheese (55 g), ¾ cup sour cream (170 g), 1 cup milk (240 mL), 20 oz frozen ravioli (570 g)"
Watermelon And Cucumber Salad,"½ large watermelon, diced, 1 cucumber, diced, 1 red onion, chopped, salt, to taste, feta cheese, to taste, ⅓ cup balsamic vinegar (80 g)"
Kale & Sweet Potato Salad,"1 ½ cups diced sweet potatoes (300 g), ½ teaspoon garlic powder, 2 teaspoons paprika, kosher salt, to taste, freshly ground black pepper, to taste, olive oil, to taste, ½ cup pumpkin seeds (65 g), 2 teaspoons chili powder, 2 tablespoons maple syrup, divided, ½ cup tahini (110 g), 1 ½ tablespoons lemon juice, 3 tablespoons water, 1 bunch kale, stemmed and torn into large pieces, 3 cups cooked quinoa (510 g), ½ cup finely diced red onion (75 g)"
Raspberry Ripple Cheesecake,"3 cups digestive biscuit (300 g), ½ cup unsalted butter (125 g), melted, 2 ¼ cups cream cheese (500 g), 14 oz condensed milk (385 g), 1 can, 1 teaspoon vanilla extract, 2 ½ cups raspberry (300 g), ¼ cup caster sugar (30 g), ½ cup water (100 mL)"
Hearty Roasted Veggie Salad,"3 beets, 1 cup olive oil (240 mL), divided, 1 ½ teaspoons salt, divided, 1 red onion, cut into wedges, 4 carrots, peeled and chopped, 2 parsnips, peeled, chopped, 1 sweet potato, peeled, chopped, ¾ teaspoon pepper, divided, 2 tablespoons balsamic vinegar, 1 tablespoon lemon juice, 1 tablespoon dijon mustard, ½ teaspoon garlic powder, 3 tablespoons fresh parsley, chopped, 6 cups mixed greens (600 g), 1 cup walnuts (100 g), chopped, ½ cup crumbled feta cheese (55 g)"
