name,ingredients
Cajun-Style Chicken Salad,"2 boneless, skinless chicken breasts, 1 tablespoon olive oil, 1 head romaine lettuce, chopped, ½ red onion, thinly sliced, 1 avocado, thinly sliced, 10 oz cherry tomato (275 g), halved, 8 oz black beans (230 g), 2 teaspoons paprika, 1 teaspoon cayenne pepper, 1 teaspoon garlic powder, 1 teaspoon dried oregano, 1 teaspoon dried thyme, 1 teaspoon salt, ¼ cup greek yogurt (70 g), ¼ teaspoon garlic, minced, 2 tablespoons lime juice, 1 tablespoon olive oil, 1 ½ teaspoons reserved seasoning"
Wakandan Jeweled Vegetable Pilau With Berbere Braised Lamb,"2 tablespoons vegetable oil, 2 lb boneless lamb shoulder (910 g), cut into 2-inch (5-cm) cubes, salt, to taste, pepper, to taste, 2 medium red onions, finely minced, ¼ cup ghee (60 g), clarified butter, 4 cloves garlic, sliced, 1 tablespoon ginger, minced, 1 tablespoon paprika, 1 teaspoon cayenne, ½ teaspoon ground fenugreek, ¼ teaspoon ground nutmeg, ½ teaspoon ground cardamom, ¼ teaspoon ground cloves, ¼ teaspoon ground cinnamon, ¼ teaspoon allspice, 2 tablespoons tomato paste, 2 cups beef broth (480 mL), ¼ cup ghee (60 g), clarified butter, 2 medium red onions, sliced, ½ green cabbage, core removed and shredded, 2 cups shredded carrot (220 g), 4 cloves garlic, minced, 1 tablespoon grated ginger, salt, to taste, black pepper, to taste, 1 tablespoon ground cumin, 1 tablespoon curry powder, 1 teaspoon ground cardamom, 2 cups basmati rice (460 g), 3 cups water (720 mL), 1 bay leaf, 1 cinnamon stick, 1 star anise, 2 scallions, sliced, ½ cup cashews (65 g), ¼ cup pomegranate seeds (45 g)"
Slow-Cooker Pot Roast,"1 ½ lb baby potato (680 g), red and/or yellow, 8 small carrots, snapped in half, 12 pearl onions, peeled, with ends cut off, 3 ½ lb beef chuck roast (1 ½ kg), salt, to taste, pepper, to taste, 1 tablespoon cornstarch, 2 tablespoons water, 2 tablespoons worcestershire sauce, 2 sprigs fresh rosemary, 2 sprigs fresh thyme, 1 baguette, cut into 5-inch (13 cm) pieces, optional"
Chicken Tinga Tacos (Tinga De Pollo),"2 boneless, skinless chicken breasts, 6 cloves garlic, 4 minced, 2 smashed, 2 whole cloves, 2 tomatoes, 5 chipotle peppers in adobo sauce, ½ cup chicken stock (120 mL), 2 teaspoons cumin, ½ teaspoon nutmeg, 2 tablespoons vegetable oil, 2 white onions, halved and sliced, ¼ lb chorizo (115 g), 1 head iceberg lettuce, shredded, kosher salt, black pepper, freshly ground, 2 avocados, sliced, 12 corn tortillas"
Chipotle Chili And Cornbread Dumplings,"2 lb ground beef (905 g), 2 tablespoons kosher salt, 1 tablespoon black pepper, 1 tablespoon ground cumin, 1 tablespoon chilli powder, 1 tablespoon smoked paprika, ground, 1 teaspoon cayenne, 1 large onion, chopped, 1 red bell pepper, chopped, 6 cloves garlic, minced, 2 chipotle peppers in adobo sauce, chopped, 12 oz tomato paste (340 g), 2 cups beef broth (480 mL), 12 oz chopped tomato (340 g), 1 can, 15 oz black beans (425 g), 1 can, 15 oz red kidney bean (425 g), 1 can, 1 tablespoon apple cider vinegar, optional, 1 cup cornmeal (120 g), 1 cup flour (125 g), 1 teaspoon baking powder, 1 pinch salt, 2 eggs, ¼ cup honey (85 g), ½ cup buttermilk (120 mL)"
One-Pot Garlic Parmesan Pasta,"2 tablespoons unsalted butter, 4 cloves garlic, minced, 2 cups chicken broth (470 mL), 1 cup milk (235 mL), 8 oz fettuccine (225 g), salt, to taste, pepper, to taste, ¼ cup grated parmesan cheese (25 g), 2 tablespoons fresh parsley, chopped"
Hasselback Steak,"2 tablespoons oil, 1 shallot, finely chopped, 2 cloves garlic, chopped, 2 cups mushroom (150 g), quartered, 1 teaspoon salt, ¼ teaspoon pepper, 4 oz cream cheese (115 g), softened, 2 egg yolks, ¼ cup fresh chives (10 g), chopped, 1 sirloin steak, 2 teaspoons salt, 2 teaspoons pepper, 2 tablespoons canola oil, ¼ cup grated parmesan cheese (30 g)"
Bacon And Cheese In A Mug,"1 slice bread, 1 egg, 2 tablespoons milk, 1 pinch cheddar cheese, 1 pinch salt, 1 pinch pepper, bacon, to taste, tomato, to taste, green onion, minced"
Spicy Southwestern-Style Turkey Burgers,"1 lb ground turkey (455 g), ⅓ cup red onion (50 g), minced, 1 jalapeño pepper, minced, 1 teaspoon salt, ½ teaspoon black pepper, 1 teaspoon cayenne pepper, 1 ½ teaspoons cumin, 1 teaspoon smoked paprika, 2 tablespoons vegetable oil, for cooking, sesame seed bun, shredded lettuce, sliced tomato, pepper jack cheese, avocado, ½ cup mayonnaise (120 g), 2 tablespoons canned chilies in adobo, ½ lime, juiced"
Slow-Cooker Honey Garlic Chicken,"⅓ cup honey (115 g), ¼ cup low sodium soy sauce (60 mL), 4 cloves garlic, minced, 1 tablespoon ginger, minced, ½ teaspoon red pepper flakes, ½ teaspoon black pepper, 4 skins on chicken breast, cut in half, 2 cups baby carrot (245 g), 1 red bell pepper, thinly sliced, 2 cups broccoli floret (500 g), salt, to taste"
Cheesy Chicken Nuggets,"1 lb ground chicken (455 g), salt, to taste, pepper, to taste, ½ lb mozzarella cheese (225 g), cubed, 1 cup panko breadcrumbs (50 g), dried oregano, to taste, ½ cup flour (60 g), 2 eggs, oil, for frying"
Pizza Chicken Bake,"2 Tyson® Frozen Boneless Skinless Chicken Breasts, thawed, 1 teaspoon italian seasoning, 1 teaspoon onion powder, 1 teaspoon kosher salt, ½ teaspoon freshly ground black pepper, 1 jar Prego® Traditional Italian Sauce, 8 oz shredded mozzarella cheese (225 g), 15 slices pepperoni, ¼ cup pepperoncinis (25 g), ¼ cup shredded parmesan cheese (25 g), for garnish, garlic bread, for serving"
Baked Salt And Pepper Wings,"2 lb chicken wings (905 g), 2 tablespoons olive oil, 2 tablespoons cornstarch, 1 teaspoon pepper, 2 teaspoons salt"
Pineapple Maple Glazed Ham,"3 ¾ lb gammon joint (1.7 kg), 2 onions, quartered, 3 qt pineapple juice (3 L), 2 teaspoons dijon mustard, ½ cup pineapple juice (125 mL), ½ cup maple syrup (125 mL), 25 cloves"
Slow Cooker Herb Butter Chicken,"1 ½ lb red potato (680 g), halved, 1 medium white onion, quartered, ½ cup butter (115 g), softened, 2 teaspoons rosemary, chopped, 1 teaspoon thyme, chopped, salt, to taste, pepper, to taste, 3 cloves garlic, minced, 3 ½ lb whole chicken (1.6 kg), 1 lemon, wedge, 1 fresh thyme, sprig, 1 fresh rosemary, sprig, ¾ lb green beans (540 g), fresh"
Sweet Chili Chicken Sliders,"6 boneless, skinless chicken thighs, cut in half, 1 cup flour (125 g), 3 eggs, whisked, 2 ½ cups panko bread crumbs (125 g), vegetable oil, for frying, 1 lb green cabbage (450 g), shredded (about a half of a medium head), 1 large carrot, shredded, 1 tablespoon Frank’s Red Hot Sweet Chili Sauce, 3 tablespoons lime juice, 2 tablespoons vegetable oil, ½ teaspoon salt, 12 slider buns, mayonnaise, Frank’s Red Hot Sweet Chili Sauce, fresh cilantro leaf"
One-Pan Chicken Fajita,"½ green bell pepper, sliced, red bell pepper, sliced, ¼ onion, olive oil, salt, to taste, pepper, to taste, 1 chicken breast, 1 parchment paper, ½ tablespoon chilli powder, ¼ teaspoon garlic powder, ¼ teaspoon cumin, ¼ teaspoon paprika, ¼ teaspoon salt, ¼ teaspoon ground black pepper"
BBQ Bacon Onion–Wrapped Meatballs,"1 lb ground beef (455 g), 1 teaspoon garlic powder, 1 teaspoon onion powder, 1 teaspoon pepper, 2 teaspoons salt, ¼ cup bread crumbs (30 g), 3 cloves garlic, minced, ½ onion, diced, ⅓ cup fresh parsley (10 g), loosely packed, 1 egg, 1 tablespoon ketchup, 1 tablespoon mustard, 1 teaspoon worcestershire sauce, 1 tablespoon honey, 4 medium onions, 8 oz cheddar cheese (225 g), cubed, 16 strips bacon, 1 bottle barbecue sauce"
Herb Sea Salt-Rubbed Chicken Thighs,"8 bone-in, skin-on chicken thighs, 2 tablespoons herb sea salt, 3 tablespoons olive oil"
"Slow-Cooker BBQ Pulled Chicken, 4 Ways","4 chicken breasts, 8 burger buns, 1 ½ cups ketchup (340 g), ¾ cup apple cider vinegar (175 mL), ½ cup dark brown sugar (110 g), 1 teaspoon salt, 1 teaspoon pepper, 2 teaspoons paprika, ¼ teaspoon cayenne powder, 1 teaspoon garlic powder, 2 tablespoons worcestershire sauce, ¾ cup mayonnaise (175 g), 2 tablespoons apple cider vinegar, 2 tablespoons sugar, salt, to taste, pepper, to taste, 2 cups green cabbage (200 g), 2 cups red cabbage (200 g), 1 cup shredded carrot (110 g)"
Spinach Pesto Pasta,"1 chicken breast, salt, to taste, pepper, to taste, 8 oz spaghetti (225 g), cooked according to package, 4 cups fresh spinach (160 g), ½ cup walnuts (50 g), 4 cloves garlic, ¼ cup parmesan cheese (30 g), grated, ½ teaspoon salt, ½ teaspoon pepper, 1 teaspoon lemon juice, ½ cup olive oil (120 mL)"
Creamy Bacon Chive Hasselback Potatoes,"4 potatoes, 1 lb bacon (455 g), cut into 1.5-inch (4 cm) slices, 4 tablespoons butter, melted, 1 tablespoon garlic, minced, 1 tablespoon fresh parsley, minced, 1 cup milk (240 mL), 8 oz cream cheese (225 g), ½ teaspoon salt, ¼ teaspoon pepper, 1 cup fresh chives (50 g), chopped, extra for garnish"
One-pan Honey Lemon Chicken & Veggies,"1 lb boneless, skinless chicken thighs (454 g), olive oil, to drizzle, salt, to taste, pepper, to taste, 8 oz green beans (225 g), trimmed, 2 carrots, sliced, 8 oz cherry tomatoes (234 g), ⅓ cup lemon juice (78 mL), 2 tablespoons olive oil, 3 tablespoons honey, 1 clove garlic, minced"
Spinach Dip-stuffed Meatballs,"8 oz cream cheese (225 g), ¼ cup spinach (55 g), cooked, 1 tablespoon garlic powder, 1 cup shredded mozzarella cheese (110 g), ½ lb ground beef (225 g), ½ lb ground pork (225 g), 1 egg, ½ cup parsley (10 g), ½ cup bread crumbs (55 g), 1 teaspoon salt, ½ teaspoon pepper, 2 cups marinara sauce (520 g), ½ lb fettuccine (225 g), cooked, or your favorite long pasta"
Spicy Chicken Pizza,"¾ cup pizza sauce (180 mL), 1 ½ tablespoons Frank's Red Hot Original, plus more for drizzling, 1 tablespoon olive oil, 1 ½ teaspoons cornmeal, 1 lb pizza dough (455 g), 1 ½ cups shredded mozzarella cheese (150 g), 1 ½ cups shredded chicken (190 g), 3 pieces bacon, torn into ½-inch (1 1/4 cm) pieces, 1 small handful fresh baby spinach, ¾ cup cherry tomato (150 g), halved, 2 tablespoons red onion, minced, ranch dressing, for drizzling"
"Buffalo Chicken Toaster ""Quesadilla""","1 large flour tortilla, 2 tablespoons cream cheese, ⅓ cup shredded chicken (40 g), finely shredded, 1 tablespoon buffalo sauce, 1 tablespoon scallions, chopped, ranch dressing, for serving"
Garlic Bread Meatball Sliders,"1 lb ground beef (455 g), 1 egg, ½ tablespoon kosher salt, ½ tablespoon black pepper, freshly ground, 1 tablespoon garlic powder, ¼ cup grated parmesan cheese (25 g), 2 tablespoons fresh basil, chopped, 1 tablespoon canola oil, 1 cup marinara sauce (255 g), 1 pack dinner roll, 12 rolls left intact, not pulled apart, 6 slices mozzarella cheese, 4 tablespoons unsalted butter, melted, 2 tablespoons garlic, chopped, 2 tablespoons fresh basil, chopped, 2 tablespoons grated parmesan cheese"
Chicken Fajita Soup,"2 lb chicken (1 kg), cut of your choice, diced, 2 teaspoons chili powder, 2 teaspoons cumin, ½ teaspoon pepper, 3 cloves garlic cloves, minced, 1 onion, chopped, 3 bell peppers, chopped, 2 limes, 14 oz crushed tomato (395 g), 48 fl oz chicken broth (1 ½ L), ½ cup cream (120 mL), 6 corn soft tortillas, 1 cup frozen corn (175 g)"
Maple Bacon Sweet Potato Soup,"nonstick cooking spray, for greasing, 3 strips bacon, 2 tablespoons maple syrup, plus more for brushing onto bacon, 1 tablespoon butter, ½ yellow onion, diced, 2 lb sweet potatoes (910 g), peeled and chopped, 3 cups chicken broth, salt, to taste, freshly ground black pepper, to taste, ¼ tablespoon cinnamon, plus more for garnish, ¼ teaspoon nutmeg, ¼ teaspoon cayenne pepper, heavy cream, for garnish"
Chinese Green Beans,"¼ cup vegetable oil (60 mL), 1 lb string bean (450 g), 1 tablespoon garlic, 1 teaspoon ginger, 3 scallions, chopped, 4 oz shiitake mushrooms (115 g), ½ lb ground pork (230 g), 4 dried red chilies, 1 tablespoon chili paste, 2 tablespoons soy sauce, 1 tablespoon rice wine, white pepper, dash"
Make-Ahead Lasagna Roll-ups,"16 lasagna noodles, 1 lb ground beef (455 g), ½ lb ground pork sausage (230 g), ½ onion, chopped, 1 teaspoon salt, ½ teaspoon pepper, 3 cups marinara sauce (770 g), divided, 30 oz ricotta cheese (850 g), 2 cups fresh baby spinach (85 g), 1 tablespoon italian seasoning, 1 egg, 1 cup shredded mozzarella cheese (100 g), 1 cup shredded parmesan cheese (110 g)"
Enchilada-inspired Stuffed Shells,"2 teaspoons oil, ½ cup onion (75 g), diced, 2 cloves garlic, minced, ⅓ cup red bell pepper (35 g), diced, ⅓ cup green bell pepper (35 g), diced, ⅓ cup yellow bell pepper (35 g), diced, 1 lb ground beef (455 g), 1 tablespoon taco seasoning, 1 lb jumbo shell (455 g), cooked, 1 cup enchilada sauce (250 g), 1 cup mexican blend cheese (100 g)"
Zucchini Enchilada Roll-Ups,"2 cups cooked shredded chicken (250 g), 1 yellow onion, diced, 1 red bell pepper, seeded and diced, 1 jalapeño, seeded and diced, 2 cups shredded monterey jack cheese (200 g), divided, 1 teaspoon garlic powder, 1 tablespoon paprika, 1 teaspoon chili powder, 1 teaspoon kosher salt, divided, ½ teaspoon freshly ground black pepper, 1 lime, juiced, 1 cup red enchilada sauce (290 g), plus more for serving, 4 zucchinis, chopped fresh cilantro, for ganish"
Sheet Pan Crunch-Wrap,"1 tablespoon olive oil, 1 onion, diced, 1 red bell pepper, diced, 2 cups cooked chicken (250 g), shredded, 1 taco seasoning, 1 packet, 1 tablespoon fresh cilantro, chopped, ½ lime, juiced, 1 tablespoon olive oil, ½ onion, sliced, 1 green bell pepper, sliced, 1 red bell pepper, sliced, ½ lime, juiced, 1 teaspoon paprika, ½ teaspoon cumin, ½ teaspoon pepper, ½ teaspoon salt, 1 tablespoon olive oil, 1 onion, diced, 1 lb ground beef (455 g), 1 tomato, diced, ½ lime, juiced, 1 tablespoon fresh cilantro, chopped, 1 taco seasoning, 1 packet, 1 tablespoon butter, 1 onion, diced, 1 tomato, diced, 6 eggs, ½ teaspoon salt, ½ teaspoon pepper, 8 burrito flour tortillas, 3 cups shredded cheddar cheese (300 g), 3 cups shredded monterey jack cheese (300 g), 1 lb bacon (455 g), cooked and chopped, 5 corn tostadas, sour cream, to serve, salsa, to serve"
Grilled Cheese “Ravioli”,"8 slices sandwich bread, 2 slices cheddar cheese, 2 slices swiss cheese, 4 slices ham, egg wash, 8 tablespoons butter, tomato soup, for serving"
Poblano Chorizo Scalloped Potatoes,"1 tablespoon unsalted butter, softened, 1 lb chorizo sausage (455 g), casing removed, 3 cloves garlic, minced, 1 small white onion, roughly chopped, 2 poblano peppers, seeded and roughly chopped, 1 ½ teaspoons kosher salt, 2 cups heavy cream (480 mL), 5 russet potatoes, sliced 1/8 in (3 mm) thick, 10 oz shredded oaxaca cheese (285 g), 2 scallions, thinly sliced"
Pineapple Paprika Chicken Tacos,"2 cups shredded chicken (250 g), 1 cup crushed pineapple (165 g), 1 white onion, diced, 2 cloves garlic, minced, 1 teaspoon smoked paprika, 1 teaspoon chili powder, 1 ¼ teaspoons salt, 1 red onion, diced, for topping, ½ cup fresh cilantro (20 g), chopped, for topping, 4 corn tortillas"
Harissa Chicken With Leeks and Potatoes,"2 lb bone-in, skin-on chicken thighs and drunmsticks (910 g), kosher salt, to taste, freshly ground black pepper, to taste, 5 cloves garlic, minced, 1 tablespoon ground cumin, 1 tablespoon smoked paprika, 3 tablespoons harissa paste, 2 lemons, juiced, plus 1/4 cup (60 ml), divided, 1 ½ lb yukon gold potato (680 g), cubed, 1 tablespoon extra-virgin olive oil, 1 tablespoon dried parsley, 1 cup greek yogurt (285 g), ½ cup fresh parsley (20 g), chopped, 2 tablespoons honey, ½ cup chopped fresh dill (20 g), 1 tablespoon sumac, 2 leeks, white and light green parts, halved lengthwise, rinsed, and thinly sliced into half-moons, 1 lemon, zested"
Pesto Chicken Garlic Knot Sliders,"1 ½ lb pizza dough (680 g), 3 cups rotisserie chicken (375 g), shredded, 8 oz pesto (230 g), 1 jar, 2 cups shredded mozzarella cheese (200 g), 3 tablespoons salted butter, 3 cloves garlic, minced, 2 tablespoons fresh parsley, finely chopped"
Meat Lover's Sandwich Roll,"12 slices sandwich bread, 1 large egg, beaten, ¼ cup mayonnaise (60 g), 9 slices provolone cheese, 5 slices mortadella, 8 slices ham, 12 slices capicola, 14 slices pepperoni, 16 slices salami, 1 cup peperoncini (100 g), 4 tablespoons unsalted butter, ½ teaspoon garlic powder, ½ teaspoon italian seasoning"
Grilled Honey Chipotle Wings,"4 lb chicken wings and drumettes (2 kg), ¼ cup cornstarch (30 g), 2 teaspoons salt, divided, 1 teaspoon garlic powder, 1 ½ cups chipotle peppers in adobo (300 g), ¼ cup lime juice (60 mL), ¼ cup honey (85 g)"
Basil And Pesto Hasselback Chicken,"4 chicken breasts, 2 tablespoons red pesto, 1 handful fresh basil, roughly chopped, ½ cup mozzarella cheese (50 g)"
BBQ Pulled Pork Fries,"8 medium russet potatoes, 2 lb pork shoulder (910 g), 3 tablespoons olive oil, 1 tablespoon salt, 1 tablespoon pepper, 2 cups BBQ sauce (580 g), ½ red onion, sliced, 1 cup shredded pepper jack  cheese (100 g), ½ cup scallion (50 g), sliced, 1 cup shredded cheddar cheese (100 g), ½ cup sour cream (115 g)"
BBQ Chicken Sandwich,"vegetable oil, 1 ½ lb boneless, skinless chicken breasts (680 g), about 3 large, 2 teaspoons fine sea salt, 2 teaspoons freshly ground black pepper, 1 ½ cups barbecue sauce (435 g), 6 pretzel buns, 2 cups coleslaw (250 g)"
Buffalo Chicken Lettuce Wraps,"2 cups rotisserie chicken (250 g), shredded, 1 cup buffalo sauce (290 g), ½ cup celery (110 g), diced, ¼ cup red onion (35 g), diced, salt, to taste, pepper, to taste, 2 leaves green leaf lettuce, 2 oz blue cheese (55 g), crumbled, for garnish, optional, green onion, sliced, for garnish, optional, ¼ cup greek yogurt (60 g), ½ teaspoon dried parsley, ⅛ teaspoon garlic powder, ½ teaspoon dried dill, ⅛ teaspoon onion powder, salt, to taste, pepper, to taste, ½ teaspoon lemon juice"
Asian Chicken Chopped Salad,"2 chicken breasts, 2 tablespoons soy sauce, 1 teaspoon sesame oil, ½ teaspoon pepper, ½ teaspoon red pepper flakes, 1 garlic clove, sliced, 1 tablespoon ginger, chopped, ¼ cup rice vinegar (60 mL), 1 tablespoon sesame oil, 1 tablespoon soy sauce, 1 tablespoon sugar, 1 garlic clove, grated, 1 teaspoon ginger, grated, 2 romaine lettuces, chopped, 1 cup red cabbage (100 g), ½ cup carrots (55 g), grated, ¼ cup green onion (25 g), chopped, ¼ cup cilantro (10 g), chopped, ¼ cup almond slice (25 g), ¼ cup fried wonton chip (20 g)"
Kenyan Beef And Potato Pilau By Kiano Moju,"2 teaspoons ground cumin, 1 tablespoon paprika, 1 teaspoon ground cardamom, 1 teaspoon black pepper, ¼ teaspoon ground cloves, ¼ cup vegetable oil (60 mL), 2 medium red onions, thinly sliced, 4 cloves garlic, minced, 2 tablespoons ginger, minced, 1 serrano chile, finely chopped, 1 tablespoon pilau masala, 2 beef stock cubes, 1 cinnamon stick, ¼ cup fresh cilantro (10 g), roughly chopped, 1 lb beef sirloin (455 g), cubed, 3 roma tomatoes, diced, 1 lb potato (455 g), waxy, peeled and cut into 1 inch (2 cm) chunks, 4 cups water (960 mL), 2 cups basmati rice (400 g)"
Sausage Shepherds Pie by Tasty Demais,"6 potatoes, 5 toscana sausages, 4 italian tomatoes, 1 onion, half chopped, half grated, 1 green chilli, chopped, 1 tablespoon butter, 2 tablespoons oil, 7 oz mozzarella cheese (200 g), parmesan cheese, 1 cup milk (240 mL), ¼ cup fresh parsley (10 g), chopped, ¼ cup green onion (35 g), chopped, 3 teaspoons salt, 1 teaspoon pepper"
Baked Garlic Herb Wings,"1 lb chicken wings (455 g), 2 teaspoons baking powder, 1 teaspoon salt, 3 tablespoons olive oil, 2 tablespoons garlic, minced, 1 teaspoon dried basil, 1 teaspoon dried oregano, 1 teaspoon dried thyme, 1 tablespoon fresh parsley, chopped, 1 teaspoon salt, 1 teaspoon pepper"
Beef Broccoli-Stuffed Rice Triangles,"3 cups japanese short grain rice (600 g), 3 cups water (720 mL), ½ cup soy sauce (120 mL), ¼ cup honey (85 g), ½ teaspoon minced fresh ginger, 1 clove garlic, minced, 1 tablespoon vegetable oil, ½ lb boneless round steak (225 g), diced, ½ teaspoon salt, ½ teaspoon pepper, ½ small yellow onion, finely chopped, 1 cup finely chopped broccoli (150 g), 1 tablespoon cornstarch, 1 tablespoon water, ½ tablespoon sesame seeds, 2 tablespoons vegetable oil, ½ cup soy sauce (120 mL), thinly sliced scallion, for garnish"
Slow Cooker Short Ribs,"2 lb bone-in short ribs (900 g), 1 lb baby potato (455 g), 1 pinch salt, 1 onion, cut in half, 4 cloves garlic, large, 1 lb baby carrots (455 g), 1 lb green beans (455 g), 1 cup BBQ sauce (285 g), 1 tablespoon brown sugar, 1 teaspoon cayenne pepper, 1 teaspoon cumin, 1 teaspoon dried oregano, ½ teaspoon salt"
Steak Tacos & Next Day Grain Bowl,"1 ½ lb flank steak (680 g), 1 McCormick® Taco Seasoning Mix packet, 2 teaspoons vegetable oil, 1 large yellow onion, sliced into 1/4-inch (6-millimeter) strips, 1 green bell pepper, seeds and ribs removed, cut into 1/4-inch (6-millimeter) strips, 1 red bell pepper, seeds and ribs removed, cut into 1/4-inch (6-millimeter) strips, kosher salt, to taste, 4 flour tortillas, fajita-size, shredded cheese, to taste, salsa, to taste, sliced avocado, to taste, 1 cup leftover fajita meat and vegetables (225 g), 3 cups cooked quinoa (510 g), 15 oz black beans (425 g), 1 can, drained and rinsed, ¼ cup shredded mexican cheese blend (25 g), ¼ cup salsa (65 g), 1 avocado, sliced, minced fresh cilantro, to taste"
Piri Piri Popcorn Chicken,"2 chicken breasts, 2 eggs, beaten, 1 cup golden breadcrumbs (115 g), 1 teaspoon oregano, 1 teaspoon ginger, 1 teaspoon garlic powder, 1 teaspoon onion salt, 1 teaspoon cayenne pepper, 1 ½ teaspoons paprika, 1 teaspoon lemon zest"
Smoky Oven-Fried Chicken,"2 cups buttermilk (480 mL), 2 tablespoons hot sauce, 1 tablespoon McCormick® Smokehouse Maple Seasoning, divided, plus 2 teaspoons, 1 teaspoon onion powder, 1 teaspoon garlic powder, 2 teaspoons kosher salt, divided, 1 teaspoon ground black pepper, divided, 8 chicken drumsticks, 1 cup panko bread crumbs (50 g), 1 cup corn flakes cereal (30 g), crushed, nonstick cooking spray, for greasing"
Turkey Chili,"1 tablespoon olive oil, 1 large yellow onion, diced, 1 red bell pepper, seeded and diced, 3 cloves garlic, minced, 3 tablespoons chili powder, 3 teaspoons ground cumin, 1 lb ground turkey (455 g), 1 can tomato, 2 cans red kidney bean, drained and rinsed, 2 cups low sodium chicken stock (480 mL), 2 ½ teaspoons kosher salt, sour cream, shredded cheddar cheese, scallion, thinly sliced"
Grilled Flank Steak And Corn Salad,"4 ears corn, 4 tablespoons olive oil, divided, 1 tablespoon salt, plus more to taste, 1 teaspoon black pepper, plus more to taste, 2 lb flank steak (910 g), 1 tablespoon smoked paprika, 2 tablespoons brown sugar, 2 teaspoons chili powder, 2 teaspoons onion powder, 2 teaspoons ground cumin, 2 teaspoons chipotle powder, 2 teaspoons garlic powder, canola oil, for greasing, 3 red Fresno chiles, seeded and sliced, 1 avocado, peeled, pitted, and chopped, ½ red onion, chopped, 1 cup cherry tomato (200 g), halved, 2 jalapeñoes, sliced, 1 tablespoon honey, ½ cup lime juice (120 mL)"
Grilled Meat And Veggie Bundles,"2 lb 85% lean ground beef (910 g), ½ cup bread crumbs (60 g), 4 tablespoons french onion soup mix, 1 ½ lb petite marble medley potato (680 g), 1 lb baby carrot (455 g), 1 ½ teaspoons kosher salt, ½ teaspoon black pepper, 1 cup BBQ sauce (290 g), or ketchup, for glazing"
Healthy Meal-Prep Chicken Salad Pockets,"12 oz cooked chicken (340 g), shredded, ⅔ cup fat-free or low-fat plain Greek yogurt (190 g), ½ cup finely chopped celery (115 g), 1 ½ tablespoons sweet relish, 1 tablespoon dijon mustard, 1 scallion, thinly sliced, 1 teaspoon garlic powder, ½ teaspoon paprika, kosher salt, to taste, freshly ground black pepper, to taste, 4 leaves lettuce, 20 cherry tomatoes, 4 pita breads"
11 Herbs And Spices Fried Chicken,"1 ¾ cups buttermilk (400 mL), 2 eggs, 8 chicken drumsticks, 8 ½ cups vegetable oil (2 L), 2 cups flour (250 g), 2 teaspoons salt, ½ tablespoon dried thyme, ½ tablespoon dried basil, 1 teaspoon dried oregano, 1 teaspoon celery salt, ½ tablespoon black pepper, 1 tablespoon mustard powder, 2 tablespoons paprika, 2 tablespoons garlic salt, 1 tablespoon powdered ginger, 1 tablespoon white pepper"
BBQ Cheeseburger Nachos,"9 oz tortilla chips (255 g), 1 lb ground beef (455 g), cooked and drained, ½ cup BBQ sauce (145 g), 2 cups cheddar cheese (200 g), 1 cup mozzarella cheese (100 g), ½ tomato, diced, ½ red onion, sliced thinly, 8 strips bacon, cooked and crumbled, ½ cup fresh parsley (20 g), chopped"
Monte Cristo Pull-Apart Sliders,"2 cups raspberry (250 g), ½ cup granulated sugar (100 g), 2 teaspoons fresh lemon juice, nonstick cooking spray, for greasing, 1 package sweet hawaiian dinner rolls, 12 count, ¼ lb roasted turkey (115 g), sliced, ¼ lb honey ham (115 g), sliced, ¼ lb swiss cheese (110 g), grated, 1 large egg, beaten, 4 tablespoons unsalted butter, melted, powdered sugar, for dusting"
Cabernet-braised Short Ribs,"6 large beef short ribs, trimmed of excess fat, 2 stalks celery, trimmed and cut into 1-inch (2 cm) pieces, 2 medium carrots, peeled, trimmed, and cut into 1-inch (2 cm) pieces, 1 medium leek, white and light-green parts only, split lengthwise, thoroughly rinsed, and coarsely chopped, 6 cloves garlic, peeled, 1 bay leaf, 4 sprigs fresh thyme, whole black pepper, to taste, 2 tablespoons all-purpose flour, salt, to taste, pepper, to taste, 1 bottle cabernet sauvignon, 2 tablespoons olive oil, 2 tablespoons tomato paste, 2 qt unsalted beef broth (2 L), or chicken broth, mashed potato, italian parsley, chopped"
Chicken And Dumplings,"2 lb bone-in, skin-on chicken thighs (910 g), 5 teaspoons kosher salt, divided, 2 ½ teaspoons black pepper, divided, 1 tablespoon McCormick® Poultry Seasoning, 2 teaspoons vegetable oil, 8 cups water (2 L), 1 small yellow onion, quartered, 1 medium carrot, roughly chopped, plus 2, sliced, divided, 1 stalk celery, roughly chopped, plus 2, sliced, divided, 1 bunch fresh parsley, stems and leaves separated, divided, 2 cloves garlic, minced, 2 teaspoons McCormick® Garlic Powder, 2 cups all-purpose flour (250 g), divided, 1 ½ teaspoons baking powder, 3 tablespoons schmaltz, reserved from chicken thighs, ¾ cup buttermilk (180 mL)"
