name,ingredients
Trinidadian Roti,"8 cups flour (1 kg), 8 teaspoons baking soda, 1 teaspoon salt, 4 cups water (960 mL), ¾ cup ghee (170 g), clarified butter or butter of choice, oil, for frying"
Farro Lentil Salad,"3 ½ cups farro (350 g), cooked, 1 ½ cups lentils (300 g), cooked, 1 cup grape tomato (150 g), halved, 1 cup cucumber (135 g), diced, ½ cup yellow bell pepper (50 g), diced, ½ cup red bell pepper (50 g), ⅓ cup fresh parsley (15 g), chopped, ⅓ cup olive oil (80 mL), 2 tablespoons red wine vinegar, 2 tablespoons lemon juice, 1 teaspoon dijon mustard, 1 clove garlic, minced, 1 teaspoon italian seasoning, ½ teaspoon salt, ¼ teaspoon pepper, fresh arugula, to taste, optional"
Christmas Tree Pull-Apart Bread,"¼ cup cream cheese (55 g), ¼ cup sour cream (60 g), 1 oz club house ranch seasoning (30 g), 12 oz frozen spinach (340 g), thawed and drained, 11 oz thin crust pizza dough (310 g), ½ cup pesto (115 g), 2 tablespoons unsalted butter, melted, 2 oz garlic, minced, 1 tablespoon club house italian herbs, ½ cup parmesan cheese (55 g), marinara sauce, for dipping"
Asparagus Fries,"1 bundle asparagus, 1 cup almond (140 g), chopped, ⅓ cup parmesan cheese (35 g), 1 tablespoon garlic powder, 2 tablespoons dried oregano, 1 teaspoon salt, 1 teaspoon pepper, 2 eggs, 1 cup plain greek yogurt (285 g), 1 tablespoon lemon juice, 2 tablespoons chives, ¼ teaspoon salt, ¼ teaspoon pepper"
Apple Pie Bites,"⅓ cup green apple (40 g), grated, excess liquid squeezed out, ⅓ cup almond butter, ¼ cup maple syrup (85 g), or honey, 1 teaspoon vanilla extract, 1 ½ cups rolled oats (120 g), 1 teaspoon cinnamon, 1 pinch of salt"
Apple Snack Dippers,"⅓ medium red apple, sliced, ¼ cup greek yogurt (70 g), 1 tablespoon chopped nut, 1 teaspoon honey, cinnamon, to taste"
Pesto Pasta,"½ lb bow tie pasta (225 g), cooked, 2 tablespoons pesto, ½ cup fresh mozzarella cheese (60 g), chopped, ½ cup cherry tomato (100 g), halved"
Ultimate Banana Bread,"nonstick cooking spray, for greasing, 1 stick unsalted butter, 1 cup light brown sugar (200 g), plus more as needed, 1 large egg, 2 cups ripe banana (300 g), (about 4 large bananas), ½ cup full fat sour cream (120 g), 2 teaspoons vanilla extract, 1 ½ cups all purpose flour (185 g), 1 teaspoon kosher salt, ½ teaspoon baking soda, 1 teaspoon ground cinnamon, ½ cup dark chocolate chunk (85 g), 1 tablespoon turbinado sugar"
Veggie Chili Cornbread Casserole,"2 tablespoons olive oil, 1 medium yellow onion, chopped, 1 large carrot, peeled and chopped, 1 large red bell pepper, chopped, 1 teaspoon dried oregano, 2 teaspoons cumin, 2 tablespoons chili powder, 1 ½ teaspoons smoked paprika, ¼ teaspoon cinnamon, 4 cloves garlic, minced, salt, to taste, pepper, to taste, 28 oz diced tomato (795 g), 1 can with juices, 15 oz black beans (425 g), 1 can, rinsed and drained, 15 oz kidney bean (425 g), 1 can, rinsed and drained, 15 oz pinto bean (425 g), 1 can, rinsed and drained, 1 cup frozen corn (175 g), 1 tablespoon lime juice, 2 cups vegetable broth (480 g), 1 large egg, 1 ½ cups milk (360 mL), 1 ½ cups yellow cornmeal (225 g), 1 cup all-purpose flour (125 g), 2 tablespoons brown sugar, granulated, 1 teaspoon salt, 1 ½ teaspoons baking powder, ½ teaspoon baking soda, 5 tablespoons unsalted butter, melted, 1 jalapeño, small, chopped, 1 jalapeño, sliced, 2 tablespoons fresh cilantro, chopped"
Spinach Dip Mozzarella Sticks,"8 oz cream cheese (225 g), softened, ½ cup spinach (115 g), cooked, drained, 2 cups shredded mozzarella cheese (200 g), 1 teaspoon kosher salt, 1 teaspoon freshly ground black pepper, 1 teaspoon garlic powder, 2 cups flour (250 g), 4 eggs, beaten, 2 cups seasoned breadcrumb (230 g), canola oil, for frying, marinara sauce, for dipping"
"Vegetarian ""Meat"" Sauce","10 oz cremini mushroom (285 g), 1 white onion, 2 tablespoons oil, salt, to taste, pepper, to taste, 4 cloves garlic, minced, 1 ½ teaspoons dried oregano, ¼ cup tomato paste (55 g), 28 oz crushed tomato (795 g), 1 can, 2 cups vegetable broth (480 mL), 15 oz chickpeas (425 g), 1 can, drained, fresh basil, for garnish"
Homemade Vs. Store-bought: Pasta,"1 ½ cups flour (185 g), 3 eggs, beaten, ¼ cup salt (60 g)"
Salt & Vinegar Chips,"3 gold potatoes, 2 cups vinegar (480 mL), 1 tablespoon salt, 1 tablespoon pepper"
Winter Vegetable Chili,"olive oil, to taste, 1 medium white onion, diced, kosher salt, to taste, 3 cloves garlic, minced, 2 cups peeled and diced parsnips (450 g), 3 cups peeled and diced butternut squash (615 g), 1 teaspoon paprika, 2 teaspoons dried oregano, 2 teaspoons ground cumin, ¼ teaspoon allspice, 1 ½ teaspoons chipotle powder, 28 oz canned cannellini beans (795 g), drained, ¼ cup chopped fresh cilantro (10 g), plus more for garnish, 4 cups vegetable broth (960 mL), shredded cheddar cheese, for garnish"
Vegan Tofu Bao Buns With Pickled Vegetables,"1 cup warm water (240 mL), 2 tablespoons organic sugar, 1 tablespoon instant yeast, 3 cups all-purpose flour (375 g), plus more for dusting, 1 teaspoon baking powder, 1 teaspoon kosher salt, 2 tablespoons vegetable oil, 2 tablespoons sesame oil, divided, 1 cup sliced scallions (100 g), ¼ cup minced fresh ginger (15 g), 5 cloves garlic, minced, ¼ cup organic sugar (50 g), 2 tablespoons Chinese five-spice powder, ¼ cup soy sauce (60 mL), ¼ cup shaoxing rice wine (60 mL), ¼ cup dark soy sauce (60 mL), 12 oz firm tofu (340 g), pressed and sliced, 2 tablespoons vegetable oil, 1 cup julienned cucumber, 1 red bell pepper, seeded and julienned, 1 cup julienned daikon radish (150 g), 1 cup julienned carrot (120 g), 1 yellow pepper, seeded and julienned, 2 medium jalapeñoes, sliced, ½ cup water (120 mL), ½ cup organic sugar (100 g), 1 cup rice vinegar (240 mL), 1 tablespoon kosher salt, hoisin sauce, sliced scallion, sesame seed, small rolling pin, or wooden dowel, 12 small squares parchment papers"
Avocado Salsa,"3 ripe avocados, diced, ½ red onion, chopped, 2 tomatoes, diced, ¼ cup fresh cilantro (10 g), chopped, 2 limes, juiced, 2 cloves garlic, chopped, salt, to taste, pepper, to taste, 3 tablespoons red wine vinegar, ½ cup feta cheese (55 g), tortilla chip, for serving"
Lemon Ricotta Cake,"1 cup water (240 mL), 1 cup granulated sugar (200 g), 1 lemon, thinly sliced, about 9 slices, 8 tablespoons unsalted butter, room temperature, divided, plus 1 tablespoon, 1 cup flour (125 g), divided, plus 3 tablespoons, 1 ¼ cups granulated sugar (250 g), 4 large eggs, room temperature, ½ teaspoon lemon extract, 2 teaspoons lemon zest, packed, divided, ½ cup stone ground yellow cornmeal (75 g), 2 ½ teaspoons baking powder, ½ teaspoon kosher salt, 1 cup whole milk ricotta cheese (250 g), room temperature, 2 tablespoons powdered sugar, 4 strawberries, thinly sliced, ¼ cup blueberry (25 g)"
S'mores French Toast,"4 slices bread, 1 tablespoon butter, 4 crackers graham cracker, crushed, egg, 4, 1 cup milk (240 mL), 1 tablespoon vanilla, 1 tablespoon cinnamon, 2 tablespoons chocolate, or chocolate-hazelnut spread, melted, 2 tablespoons marshmallow fluff, mini marshmallow, chocolate syrup, mini chocolate chip, optional"
Breakfast Veggie Pocket,"2 teaspoons olive oil, ½ red bell pepper, sliced, ¼ cup canned black bean (40 g), drained and rinsed, ¼ cup frozen corn (45 g), thawed, ½ small yellow onion, thinly sliced, 2 eggs, ¼ teaspoon salt, ¼ teaspoon ground black pepper, ¼ cup shredded cheddar cheese (25 g), 1 whole wheat tortilla, medium"
Cheddar Corn Fritters,"1 ½ cups flour (190 g), 2 cups corn (350 g), or one 15 oz (425 g) can, ½ cup shredded cheddar cheese (50 g), ⅓ cup fresh chives (15 g), chopped, ½ cup milk (120 mL), 2 eggs, 1 teaspoon salt, 1 tablespoon chili powder, ½ cup oil (120 mL), for frying"
Zucchini Parmesan Fritters,"3 cups zucchini (450 g), chopped, 2 cups water (470 mL), ½ cup shredded parmesan cheese (50 g), vegetarian, 1 egg, ½ cup flour (60 g), 3 cloves garlic, minced, ½ teaspoon salt, 2 tablespoons lemon juice, 2 tablespoons vegetable oil"
Spring Vegetable Chowder,"¼ cup olive oil (60 mL), divided, plus more for drizzling, 20 oz riced cauliflower (565 g), 5 oz leeks (140 g), tough green ends removed, cut into half-moons and rinsed, 5 cloves garlic, smashed, 1 tablespoon kosher salt, plus 2 teaspoons, divided, plus more to taste, 4 cups vegetable stock (960 mL), 2 cups non-dairy milk (480 mL), plus more to taste, divided, 10 oz asparagus (285 g), woody stems removed, cut into 1/2-in (1 1/4-cm) pieces, 1 ½ cups frozen english peas (170 g), 1 lemon, zested, ¼ cup thinly sliced fresh basil (10 g), plus more for garnish, 1 ½ lb medium red potatoes (680 g), cut into 1/2 in (1 1/4 cm) cubes, cold water, as needed, 2 tablespoons fresh lemon juice, freshly ground black pepper, for garnish"
Sweet Potato Breakfast Boats,"2 large sweet potatoes, 4 large eggs, salt, to taste, black pepper, to taste, spinach, tomato, diced, 1 head broccoli floret, shredded cheddar cheese, white onion, diced, red bell pepper, diced, bacon, cooked and crumbled, sriracha sauce, avocado"
Copycat Garlic Butter Breadsticks,"1 cup water (240 mL), warm (105°F/40°C), 2 tablespoons sugar, ¼ cup butter (60 g), melted, 1 teaspoon active dry yeast, 3 cups all-purpose flour (375 g), 1 ½ teaspoons salt, optional, 2 tablespoons butter, melted, ½ teaspoon garlic salt"
Whole Roasted Cauliflower,"1 head cauliflower, ½ cup tahini (145 g), 3 tablespoons olive oil, 2 teaspoons turmeric, 2 teaspoons paprika, 1 teaspoon garlic powder, 1 teaspoon chili powder, 1 teaspoon cumin, 2 teaspoons salt, 3 cloves garlic, sliced, pita, to serve, tzatziki  sauce, to serve, fresh cilantro, chopped, to serve"
4-Ingredient Gluten-Free Dough Flatbread,"1 cup full-fat greek yogurt (285 g), 2 cups gluten-free flour blend (250 g), plus more for flouring, 2 teaspoons baking powder, salt, as desired"
Low-Sugar Apple Tart,"¾ cup rolled oats (75 g), 6 tablespoons unsalted butter, 3/4 stick, ¾ cup all-purpose flour (95 g), ½ teaspoon kosher salt, 3 tablespoons water, 2 ½ lb honeycrisp apple (1 kg), peeled, cored, and thinly sliced (4 apples), ½ lemon, juiced, ½ teaspoon ground cinnamon, ¼ teaspoon ground nutmeg, 1 cup unsweetened applesauce (260 g), 1 tablespoon unsalted butter, melted, 1 tablespoon apricot jam, optional"
Creamy Potato Kale Gratin,"2 lb russet potato (910 g), washed and peeled, 1 bunch kale, washed, ¼ cup shredded parmesan cheese (30 g), ¼ cup shredded gruyère cheese (25 g), ¼ cup bread crumbs (30 g), 2 tablespoons butter, 2 cloves garlic, chopped, 2 tablespoons flour, 1 ½ cups milk (360 mL), 1 teaspoon salt, 1 teaspoon pepper"
Healthy Zucchini Tots,"2 large zucchinis, ½ cup panko breadcrumbs (25 g), ¼ cup green onion (40 g), thinly sliced, 2 cloves garlic, minced, ¼ teaspoon onion powder, ½ teaspoon salt, divided, ¼ teaspoon black pepper, 1 egg"
"Mac ‘N’ ""Cheese"" With Nutritional Yeast","2 tablespoons butter, or butter substitute, ½ medium yellow onion, diced, 1 tablespoon flour, salt, to taste, pepper, to taste, 1 teaspoon garlic powder, ½ teaspoon paprika, 1 cup milk (235 mL), or unsweetened nut milk, ½ cup nutritional yeast (30 g), 2 cups dry elbow pasta (200 g), prepared"
Peanut Butter Keto Cookies,"2 cups almond flour (250 g), 6 tablespoons keto friendly powdered sugar substitute, 1 large egg, ½ teaspoon kosher salt, 1 cup natural salted crunchy peanut butter (240 g), ½ cup unsalted butter (115 g), melted"
Scalloped Vegetable Bake,"2 medium zucchinis, washed, 3 medium potatoes, washed and peeled, 5 medium carrots, washed and peeled, 4 medium eggs, ⅓ cup butter (75 g), melted, ⅔ cup milk (160 mL), ⅛ teaspoon nutmeg, ½ teaspoon dried basil, ½ teaspoon dried thyme, salt, to taste, pepper, to taste, 1 cup all-purpose flour (125 g), 1 ½ cups shredded cheddar cheese (150 g)"
Pretzel Bites With Mustard Cheese Sauce,"1 ½ lb pizza dough (680 g), ¼ cup baking soda (45 g), 1 egg, whisked, coarse salt, ¼ cup butter (55 g), ¼ cup flour (30 g), 2 cups milk (480 mL), 1 ½ tablespoons French’s Honey Mustard, 2 cups shredded cheddar cheese (200 g), 2 teaspoons apple cider vinegar, 1 ½ teaspoons salt, 1 teaspoon pepper"
Blueberry Pancakes,"⅔ cup greek yogurt (190 g), ½ ripe banana, ½ cup oats (50 g), 1 egg, 1 tablespoon vanilla extract, 1 teaspoon baking powder, ½ teaspoon cinnamon, ½ cup fresh blueberry (50 g)"
Glow-Inspired Cupcakes,"3 cups cream cheese frosting (345 g), 1 drop electric pink gel food coloring, 1 drop royal blue gel food coloring, 1 drop regal purple gel food coloring, 12 vanilla cupcakes, 1 tablespoon edible glitter"
Apple Cider,"12 gala apples, or fuji apples, cored and cubed, 2 green apples, cored and cubed, 3 cinnamon sticks, 1 ginger, thumb sized, peeled, 2 teaspoons whole clove, 1 pinch kosher salt, 8 cups water (1.9 L), 1 cup brown sugar (220 g)"
Kiwi Strawberry Popsicles,"1 cup strawberry (150 g), 1 cup kiwi (180 g), 1 ½ cups water (360 mL), popsicle mold, with 6 slots"
BBQ Chips,"3 gold potatoes, 1 tablespoon cooking oil, 1 tablespoon paprika, 1 tablespoon chili powder, 2 tablespoons brown sugar, 1 teaspoon garlic powder, 1 tablespoon pepper, 1 tablespoon salt"
Egg Roll Mozzarella Sticks,"5 egg roll wrappers, 10 sticks string cheese, water, oil, for frying, marinara sauce"
Lemon And Raspberry Overnight Oats,"½ cup  quaker rolled oat (40 g), 3 fl oz fresh pasteurized milk (100 mL), ¼ cup natural yogurt (50 g), 1 teaspoon lemon  zest, ⅓ cup raspberry (50 g)"
Homemade Falafel,"30 oz cans of chickpeas (850 g), drained and rinsed, 1 red onion, chopped, ¼ cup fresh parsley (10 g), 4 cloves garlic, 1 tablespoon lemon juice, 2 teaspoons cumin, 1 teaspoon salt, plus more to taste, 1 teaspoon black pepper, ½ teaspoon red pepper flakes, 1 cup bread crumbs (115 g), oil, for frying, pita bread, mixed green, tomato, sliced, ¼ cup cucumber (35 g), diced, tahini sauce"
Veggie Cauliflower Fried Rice,"1 head cauliflower, ½ onion, diced, 1 red bell pepper, diced, 1 green bell pepper, diced, 1 yellow bell pepper, diced, 2 cups mushroom (150 g), sliced, 2 teaspoons salt, 1 teaspoon pepper, 3 eggs, beaten"
Boiled Eggs,6 eggs
Tofu Nuggets That Taste Like Chicken,"14 oz extra firm tofu (395 g), 2 tablespoons low sodium soy sauce, 2 ½ tablespoons nutritional yeast, 1 teaspoon garlic powder, ½ teaspoon kosher salt, 2 tablespoons grapeseed oil, or other neutral oil, ½ teaspoon hot sauce, ¼ cup unsweetened soy milk (60 mL), ¾ teaspoon apple cider vinegar, ½ cup all purpose flour (60 g), 1 tablespoon cornstarch, ½ cup unsweetened soy milk (60 mL), 1 ½ teaspoons apple cider vinegar, ¾ cup panko breadcrumbs (90 g), 1 ½ tablespoons nutritional yeast, 1 ½ teaspoons garlic powder, 1 ½ teaspoons paprika, 1 ½ teaspoons onion powder, ¾ teaspoon kosher salt, ¾ teaspoon black pepper, ⅛ teaspoon cayenne, 1 tablespoon olive oil, if baking tofu, 4 cups canola oil (960 mL), if deep-frying tofu, nonstick cooking spray, if baking tofu, ¼ cup honey mustard (55 g), ¼ cup barbecue sauce (55 g)"
Carrot Cake Pancakes,"2 ½ cups all-purpose flour (310 g), ¼ cup brown sugar (50 g), 2 teaspoons kosher salt, 1 ¾ teaspoons McCormick® Ground Cinnamon, ¼ teaspoon McCormick® allspice, ½ teaspoon ground nutmeg, 1 teaspoon baking powder, 1 teaspoon baking soda, 2 cups buttermilk (480 mL), 1 stick unsalted butter, melted, 2 large eggs, 1 ½ cups carrot (165 g), 5 tablespoons unsalted butter, ¼ cup walnuts (25 g), chopped, 10 tablespoons cream cheese, 10 teaspoons maple syrup"
Falafel And Hummus In A Blender,"6 cups vegetable oil (1.4 L), for frying, 1 small shallot, halved, ¼ cup fresh parsley leaf (10 g), plus more for garnish, 6 cloves garlic, 2 cans chickpeas, drained and rinsed, 1 teaspoon ground cumin, 1 ½ teaspoons ground coriander, ½ teaspoon freshly ground black pepper, 1 teaspoon kosher salt, 6 tablespoons all purpose flour, ¼ cup extra virgin olive oil (60 mL), 2 cans chickpeas, drained and rinsed, 1 cup roasted red pepper (100 g), jarred, ¼ cup tahini (60 g), 1 clove garlic, 1 tablespoon fresh lemon juice, 1 tablespoon extra virgin olive oil, ¼ teaspoon smoked paprika, ½ teaspoon freshly ground black pepper, 1 teaspoon kosher salt, 2 tablespoons water, as needed, 1 persian cucumber, peeled, 2 cups greek yogurt (490 g), 1 ½ teaspoons fresh lemon juice, 1 clove garlic, 3 tablespoons fresh dill, plus more for topping, 4 fresh mint leaves, 4 pitas, ¼ cup red onion (35 g), thinly, ¼ cup cherry tomato (50 g), halved, ½ cup cucumber (65 g), sliced"
Banana Chocolate Chip Pancakes,"4 cups pancake mix (480 g), 4 eggs, 2 cups milk (480 mL), 1 banana, sliced, ¾ cup chocolate chips (130 g)"
Spinach Tomato Pesto Pockets,"1 sheet puff pastry, ¼ cup pesto (55 g), 1 cup spinach (40 g), cooked, 2 roma tomatoes, sliced, ½ cup shredded mozzarella cheese (50 g), 1 egg, for egg wash"
Peanut Butter Blueberry Frozen Yogurt Bites,"1 cup plain greek yogurt (285 g), nonfat, 1 teaspoon honey, ¼ cup peanut butter (60 g), plus 2 tablespoons, ¼ cup blueberry (25 g)"
Banana Cornbread Pancakes,"3 bananas, ⅓ cup granulated sugar (65 g), 1 tablespoon brown sugar, 2 teaspoons vanilla extract, 1 ½ cups milk (360 mL), 2 cups cornmeal (250 g), 1 teaspoon salt, 2 teaspoons baking powder, 2 teaspoons cinnamon, 1 teaspoon butter, for griddling, butter, for serving, honey, for serving"
One-Tray Alfredo Pasta,"2 cups pasta (200 g), cooked al dente, ½ cup carrot (60 g), sliced, ½ cup broccoli (75 g), ¾ cup alfredo sauce (180 mL), from the jar is fine, 1 teaspoon salt, 1 teaspoon pepper"
Cauliflower Parmesan Soup,"2 tablespoons butter, 8 cloves garlic, minced, 1 onion, chopped, 2 heads cauliflower, riced, salt, to taste, pepper, to taste, 8 cups vegetable broth (1.9 L), 2 cups water (470 mL), 2 sprigs fresh thyme, ½ cup vegetarian parmesan cheese (55 g), ¼ cup fresh chives (10 g)"
Homemade Bagels,"3 ½ cups bread flour (420 g), 1 package instant yeast, 1 tablespoon salt, plus 1 tsp, 2 tablespoons white sugar, 1 ½ cups warm water (360 mL), 6 qt water (5.6 L), 1 ½ tablespoons barley malt syrup, 1 egg, beaten, poppy seed, sesame seed"
3-Ingredient Green Beans,"24 oz green beans (680 g), trimmed, ¼ cup water (60 mL), ¾ teaspoon kosher salt, divided, 4 tablespoons unsalted butter, 1 ½ tablespoons Tasty McCormick® Savory Spice Blend"
Tofu Tenders,"nonstick cooking spray, 14 oz extra firm tofu (395 g), 1 block, drained, 1 teaspoon salt, plus more to taste, divided, ½ teaspoon pepper, plus more to taste, divided, ½ cup all-purpose flour (60 g), 1 tablespoon cornstarch, ½ cup milk (120 mL), of choice, 1 teaspoon apple cider vinegar, 1 teaspoon dijon mustard, ½ cup bread crumbs (55 g), 1 teaspoon garlic powder, 1 teaspoon paprika, 1 teaspoon onion powder, 1 tablespoon nutritional yeast, 1 teaspoon ground cumin, ¼ teaspoon cayenne, olive oil, for brushing, honey mustard dipping sauce, for serving"
Gourmet 4-Ingredient Chocolate Mousse,"5 oz dark chocolate (140 g), chopped, 4 large eggs, separated, 2 tablespoons sugar, divided, ¼ cup water (60 mL), whipped cream, cocoa powder"
Neapolitan Macarons,"1 ⅓ cups almond meal (130 g), super fine, 1 ¾ cups powdered sugar (210 g), 4 egg whites, cold, ½ cup sugar (100 g), 2 teaspoons cocoa powder, 2 teaspoons raspberry jam, strained, ¼ teaspoon red food coloring, 1 cup white chocolate chip (175 g), melted, 4 oz cream cheese (115 g)"
Stuffed French Toast Pockets,"8 slices white bread, 2 eggs, 2 tablespoons milk, 2 teaspoons vanilla extract, ¼ teaspoon cinnamon, 4 oz cream cheese (115 g), ¼ cup honey (85 g), ¼ teaspoon cinnamon, powdered sugar, syrup"
Strawberry Cheesecake French Toast Roll,"16 oz cream cheese (455 g), room temperature, 1 cup powdered sugar (120 g), plus more for serving, 1 teaspoon vanilla extract, 10 slices brioche bread, 4 eggs, divided, 16 oz strawberry (455 g), chopped, ⅓ cup milk (80 mL), 2 teaspoons granulated sugar, 1 teaspoon cinnamon, maple syrup, for serving, ⅓ cup powdered sugar (40 g), for serving"
Vegan Fettuccine Alfredo Pasta,"2 medium white potatoes, ¼ white onion, 1 tablespoon italian seasoning, blend of basil, oregano, rosemary, thyme, and black pepper, 1 teaspoon lemon juice, 2 cloves garlic, 1 teaspoon salt, 12 oz fettuccine pasta (340 g), ½ cup raw cashew (115 g), 1 teaspoon nutritional yeast, optional, ¼ teaspoon truffle oil, optional"
Hasselback Apple,"1 apple, peeled and cored, 1 tablespoon butter, melted, 1 tablespoon brown sugar, ½ teaspoon cinnamon, ½ tablespoon butter, frozen, 3 tablespoons flour, 1 tablespoon sugar, ice cream, for topping"
Pesto Quinoa With White Beans,"2 cups fresh basil (80 g), packed, 2 cups fresh arugula (40 g), packed, ⅓ cup olive oil (80 mL), plus 1 tablespoon, divided, ⅓ cup walnuts (30 g), 1 tablespoon lemon juice, ¾ teaspoon salt, plus more to taste, 2 cloves garlic, quartered, ¼ teaspoon pepper, plus more to taste, 2 tablespoons water, 1 medium zucchini, sliced, 15 oz white bean (425 g), 1 can, drained and rinsed, ¾ cup sun-dried tomato (40 g), ¼ cup pine nuts (30 g), 3 ½ cups quinoa (595 g), cooked"
Banana Bread Bundt Cake,"nonstick cooking spray, for greasing, 5 ripe bananas, 3 large eggs, ¾ cup nonfat greek yogurt (215 g), ½ cup honey (170 g), 1 ½ teaspoons vanilla extract, 2 ¼ cups whole wheat flour (290 g), 1 ½ teaspoons baking soda, 1 cup walnuts (100 g), roughly chopped, plus more for topping, 2 cups powdered sugar (240 g), 2 tablespoons plain nonfat greek yogurt"
Popcorn Tofu Nuggets,"¾ cup vegan mayonnaise (180 g), ¾ cup bread crumbs (85 g), 2 tablespoons nutritional yeast, 1 teaspoon paprika, 1 teaspoon garlic powder, 14 oz tofu (395 g)"
Vegan Pulled Jackfruit,"20 oz young green jackfruit (565 g), 2 cans, in brine or water, 1 tablespoon olive oil, ½ yellow onion, sliced, 3 cloves garlic, minced, 1 teaspoon chili powder, 1 teaspoon paprika, 1 teaspoon cumin, 1 teaspoon liquid smoke, 1 teaspoon salt, 1 teaspoon pepper, 1 cup vegetable stock (240 mL), ¾ cup vegan bbq sauce (215 g), red onion, sliced, to serve, tomato, sliced, to serve, lettuce, to serve, 4 buns burger bun, to serve"
Spicy White Bean Chili,"1 yellow onion, chopped, 2 tablespoons olive oil, 4 cloves garlic, finely minced, 2 teaspoons ground cumin, ¼ teaspoon ground cloves, 1 ½ teaspoons dried oregano, ½ teaspoon cayenne pepper, 1 cup canned mild green chiles (230 g), 1 can great northern beans, drained, 3 cups vegetable broth (720 g), 1 teaspoon salt, or to taste, ½ teaspoon black pepper, 2 tablespoons finely chopped fresh parsley"
Chocolate And Strawberry Tart,"3 cups chocolate cookie (300 g), 1 cup butter (100 g), melted, 1 cup double cream (250 mL), 2 cups dark chocolate (300 g), 1 cup strawberry (200 g), dark chocolate, melted, white chocolate, melted, powdered sugar, to serve"
Simple Shakshuka,"olive oil, drizzle, 1 cup diced yellow onion (150 g), 1 diced orange bell pepper, salt, to taste, pepper, to taste, ½ teaspoon cumin, ½ teaspoon paprika, 3 cloves garlic, chopped, 28 oz canned crushed tomatoes (795 g), 1 bay leaf, 1 ½ cups fresh baby kale (100 g), 4 large eggs, ¼ cup crumbled feta cheese (25 g), toasted bread, for serving"
Ratatouille Salad,"olive oil, as needed, 1 large eggplant, or 2 small, cubed, kosher salt, to taste, freshly ground black pepper, to taste, 1 red bell pepper, seeded and chopped, yellow bell pepper, seeded and chopped, 1 small white onion, chopped, 2 cloves garlic, minced, 1 yellow squash, sliced, 1 zucchini, sliced, 1 tablespoon chopped fresh thyme leaves, 3 roma tomatoes, diced, ½ lemon, juiced, 1 cup dry white quinoa (170 g), rinsed, 2 ½ cups water (600 mL), 1 tablespoon chopped fresh basil"
Huevos Rancheros-ish Bake,"1 cup vegetable oil (240 mL), 5 corn tortillas, 4 cut in half, 14 oz canned black beans (395 g), drained and rinsed, 1 cup mexican blend cheese (100 g), 1 ½ cups pico de gallo (300 g), 6 large eggs, ½ cup red enchilada sauce (120 mL), fresh cilantro leaf, crumbled cotija cheese, 1 cup cream mexicana (230 g), or sour cream"
One-Tray Pesto Pasta,"2 cups pasta (200 g), cooked al dente, 1 cup cherry tomato (200 g), halved, ¾ cup pesto (190 g), 1 teaspoon salt, 1 teaspoon pepper, parmesan cheese, optional"
BBQ Popcorn,"2 teaspoons smoked paprika, ½ teaspoon chili powder, 1 teaspoon garlic powder, 1 teaspoon onion powder, 1 teaspoon kosher salt, 2 tablespoons brown sugar, 3 tablespoons olive oil, 1 ½ tablespoons coconut oil, ⅓ cup yellow popcorn kernals (55 g)"
Lentil “Meatballs”,"2 tablespoons olive oil, plus 1 tsp, divided, 3 cloves garlic, minced, 1 shallot, minced, 1 ½ cups green lentil (300 g), cooked, 1 egg, 1 tablespoon tomato paste, ¼ cup fresh italian parsley (10 g), chopped, ⅓ cup grated parmesan cheese (35 g), 1 tablespoon whole wheat breadcrumbs, 1 ½ tablespoons italian seasoning, salt, to taste, pepper, to taste"
Hash Brown Breakfast Cups,"20 oz frozen shredded hash brown (565 g), thawed, 1 ¼ cups shredded cheddar cheese (125 g), shredded, 1 tablespoon olive oil, 12 eggs, salt, to taste, pepper, to taste"
Layered Strawberry Cream Puff Cake (Mille-Feuille),"1 sheet puff pastry, thawed, 3 teaspoons sugar, 2 egg yolks, ⅓ cup sugar (65 g), 2 tablespoons cornstarch, 1 teaspoon vanilla extract, 1 cup milk (240 mL), 6 strawberries, sliced"
The Best Cheesy Garlic Bread Ever,"½ stick butter, softened, ⅓ cup fresh parsley (15 g), finely chopped, ⅓ cup green onions (50 g), sliced, ⅓ cup fresh oregano (15 g), minced, 5 cloves garlic, minced, ½ cup shredded cheddar cheese (50 g), ½ cup fresh mozzarella cheese (60 g), chopped, ½ cup shredded parmesan cheese (50 g), 1 baguette, 8-inch (20-cm) piece"
Cheesy Cloud Chips,"4 egg whites, 1 teaspoon garlic powder, 2 teaspoons parsley, salt, to taste, pepper, to taste, ½ cup shredded cheese blend (50 g)"
Chocolate Banana Braid,"2 ripe bananas, peeled and sliced, 1 sheet puff pastry, thawed, ¼ cup chocolate  hazelnut spread (75 g), 1 egg, beaten"
Banana Matcha Smoothie,"1 banana, sliced, 1 tablespoon matcha powder, plus more for serving, 1 cup almond milk (240 mL), 1 cup fresh spinach (40 g), 2 cups ice (480 g)"
Mexican-Style Street Corn,"3 ears corn, hulled, 3 wooden skewers, ¼ cup melted butter (55 g), ½ cup mayonnaise (120 g), 2 cups cotija cheese (225 g), 3 teaspoons chili powder"
